wo_id,sdr_id,part_number,part_name,jasc_code,maintenance_type,discovery_code,fault_code,action_code,task_type,mel_code,repair_duration_hours,aog_flag,backorder_delay_days,labor_hours,turnaround_time_hours,deferred_flag,priority,work_accomplished
WO002000,AALA202504217956,5A3307701,SLIDE,2565,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,0,2.5,2,0,High,Removed and replaced slide; performed operational test. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: SLIDE LIGHTS DID NOT ILLUMINATE DURING SLIDE DEPLOYMENT TEST. REMOVE AND REPLACED SLIDE.
WO002001,AALA202504022621,,UNKNOWN,2800,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,13,3.3,316,0,Low,Removed and replaced unknown; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: FUEL IS CONTINUOUSLY GOING INTO THE CENTER TANK WITH CENTER PUMPS OFF. FUEL WILL NOT BURN BELOW 0
WO002002,AALA202504215087,,SLIDE,2565,Line,V,LOOSE,ADJ,Adjustment,N,2,0,10,1.8,242,0,Low,Adjusted slide to correct loose. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: ENTRY DOOR 1R ESCAPE SLIDE SEEMS TO BE SAGGING MORE THAN NORMAL FROM ITS PACKING. FOUND ENTRY
WO002003,AALA202504229926,,DOOR,5250,Line,OP,OTHER,RPR,Repair,N,2,0,11,2.7,266,0,Low,Repaired door for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR IS DIFFICULT TO OPEN AND CLOSE. ADJUSTED LAVATORY-D DOOR. OPERTIONAL CHECK GO
WO002004,DALA2025040302547,,STRINGER,5713,Line,V,OTHER,TS,Troubleshooting,N,2,0,9,2.6,218,0,Low,"Troubleshot stringer for reported condition: other. SDR discrepancy: (LOG 0890241) LH WING, B737, STRINGER L-8 INSTALL RII, SECTION 02A. ELONGATED HOLES 4 E/A AND HOLES ON RADIUS AREA (FWD "
WO002005,DALA2025040402589,,ACCESS PANEL,5730,Line,V,OTHER,TS,Troubleshooting,N,2,0,15,2.4,362,0,Low,Troubleshot access panel for reported condition: other. SDR discrepancy: (LOG 0891602) RH WING FUEL TANK PANEL 632EB CUTOUT HAS WEAR SPOTS. REMOVED EDGE DAMAGE FROM R/H WING FUEL PANEL 632EB CU
WO002006,AALA202504070788,,WIRE,2497,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,1,9,4.3,220,0,High,Removed and replaced wire; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: NUMBER 2 GENERATOR DRIVE LIGHT CAME ON MULTIPLETIMES AND WENT O
WO002007,AALA202504079851,,DOOR,5242,Line,OP,OTHER,RPR,Repair,N,2,0,10,2.5,242,0,Low,Repaired door for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFTER TAKE OFF A LOUD NOISE COMING FROM FWD ENTRY DOOR AND AT 1
WO002008,CALA2025042804266,141A372212,SKIN,5330,Base,V,CRACKED,RPR,Repair,N,22,0,0,29.7,22,0,High,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: EXTERNAL GROUND POWER DOOR CUTOUT HAS GOUGE AT AFT CENTER SECTION. ACCOMPLISHED REPAIR AT EGPR AFT CENTER SECTION IAW SR
WO002009,CALA2025042804272,,SLIDE,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,9,2.1,218,0,Low,"Removed and replaced slide; performed operational test. SDR discrepancy: R1 SLIDE MATERIAL HANGING OUT FROM COVER, INSPECTED AND VERIFIED SLIDE Z FOLD IS SECURE AND APPROXIMATELY 11 INCHES REF "
WO002010,AALA202504086073,,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,12,10.3,300,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 157.90, 16 I"
WO002011,AALA202504087956,,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,1,9,13.5,228,0,High,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 138.70, 10 "
WO002012,AALA202504081416,,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,11,15.0,276,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 138.70, 9 I"
WO002013,AALA202504085027,,ELEC CONNECTOR,3397,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,15,4.0,364,0,Low,Removed and replaced elec connector; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: SEAT MOUNTED EMERGENCY LIGHT INOPERATIVE AT SEAT 23ABC. FOUND SEAT 19 ABC DISCONNECTED AND RE
WO002014,SWAA2025041022760,,FLASHLIGHT,2560,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,11,5.3,268,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: 1 FWD INBD FLASHLIGHT INOP AND 1 AFT OUBD FLASHLIGHT INOP<[01] REMOVED AND REPLACED BOTH FWD AND AFT FA FLASH LIGHTS IAW
WO002015,DALA2025050203389,,SUPPORT CHANNEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,11,24.2,282,0,Low,Removed corrosion on support channel; treated and protected area. SDR discrepancy: (LOG 0936423) CORROSION CHANNEL SUPPORT LOCATED BS767 PLUS 5 INCHES AND RBL 3 AT AFT CARGO COMPARTMENT. PERFORMED PERMAN
WO002016,SCNA20250505155,,STRAP,5310,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,13,20.1,330,0,Low,"Removed corrosion on strap; treated and protected area. SDR discrepancy: FLOOR STRAP AT BS 1019 RBL 18 WL 208 HAS CORROSION - RESOLUTION: FOUND NO ALLOWABLE DAMAGE IN SRM, REPAIRABLE BY REPLACE"
WO002017,SWAA2025043064642,,LIGHT,3350,Line,V,LOOSE,ADJ,Adjustment,N,2,0,14,2.7,338,0,Low,Adjusted light to correct loose. SDR discrepancy: FA REPORTS FLOOR LIGHTING AT ROW 12 FO SIDE IS LOOSE AND IS A TRIPPING HAZARD<[01] RESECURED FLOOR PROXIMITY LIGHT (SAF-
WO002018,AALA202505162244,148A866718,BRACKET,5324,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,23.6,18,0,High,"Removed corrosion on bracket; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON APU COMPARTMENT BRACKET AT BS 1088, LBL 2. REPLACED BRACKET PER AARD 51-00-05"
WO002019,AALA202505168750,143A7501188,TRANSITION PANEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,24.5,18,0,High,Removed corrosion on transition panel; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL BETWEEN BS 500B AND BS 500I AT LBL
WO002020,AALA202504145597,,LIGHT,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,13,5.2,316,0,Low,Removed and replaced light; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHT ABOVE SEAT 16F INOPERATIVE. PERFORMED OPERTIONAL CHECK TEST GOOD. PER AM
WO002021,CALA2025041503861,233A3201313,MODULE,3040,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,5.3,4,0,Medium,Removed and replaced module; performed operational test. SDR discrepancy: ALL 4 WINDOW OVHT LIGHTS ILLUMINATED. COMPLIED W /FM PROCEDURE. LIGHTS REMAINED ILLUMINATED. FOUND ALL 4 CIRCUIT BREAKER
WO002022,CALA2025041503841,,GIRT BAR,2560,Line,V,OTHER,R&R,Remove & Replace,N,2,0,12,2.6,290,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: FWD BOARDING DOOR HARD TO DISARM DUE TO GIRT MATERIAL OPS CHECKED FWD BOARDING DOOR GIRT BAR DISARM/ARM FUNCTION IN REFE
WO002023,DALA2025041702997,,SKIN,5330,Base,V,OTHER,RPR,Repair,N,12,0,11,13.4,276,0,Low,Repaired skin for condition: other; tested serviceable. SDR discrepancy: (LOG 0913264) LOCATED DENT & GOUGE AT FUSELAGE SKIN FWD CARGO DOOR AFT CUTOUT. ACCOMPLISHED EXTERNAL SKIN REPAIR AT R/H 
WO002024,DALA2025041703000,,WINDOW FRAME,5310,Base,V,CRACKED,RPR,Repair,N,22,0,11,26.4,286,0,Low,Repaired window frame for condition: cracked; tested serviceable. SDR discrepancy: (LOG 0911522) L/H NO:01 FLIGHT COMPARTMENT WINDOW FRAME CRACKED. REPAIRED PER ERA 619132-14.
WO002025,DALA2025041703003,,INTERCOSTAL,5240,Line,OP,CORRODED,CORR,Corrosion Removal,N,8,0,12,8.9,296,0,Low,Removed corrosion on intercostal; treated and protected area. SDR discrepancy: (LOG 0915759) SIGN OF CORROSION ON SCREWS HOLES RH SIDE FWD OF R2 DOOR. REMOVED AND REPLACED INTERCOSTAL AT MAIN CABIN O
WO002026,DALA2025041703004,,BALLAST,3320,Line,V,FAILED,R&R,Remove & Replace,N,4,0,10,3.8,244,0,Low,Removed and replaced ballast; performed operational test. SDR discrepancy: (LOG 7149998) FAINT ELECTRICAL ODOR SMELL IN DESCENT APPROXIMATELY 14000FT. LASTED 2-3 MINUTES THEN DISSIPATED. ODOR PRE
WO002027,SWAA2025041423016,,GIRT BAR,2560,Line,V,FAILED,R&R,Remove & Replace,N,4,0,13,5.4,316,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: FLT ATT REPORTS; FWD DOOR ( ENTRY ) SLIDE GIRT BAR DIFFICULT TO STOW ON CLIPS.<[01] OPS CK?D GIRT BAR PER M/M 25-66-01 (
WO002028,SWAA2025041725373,,FLASHLIGHT,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,10,2.4,242,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: BOTH EMERGENCY FLASHLIGHTS UNDER FWD F/A JUMPSEAT DO NOT TEST - NO GREEN LIGHT <[01]. RESEATED FLASHLIGHT UNDER FWD F/A 
WO002029,AALA202504212680,,HANDLE,5210,Line,V,CORRODED,CORR,Corrosion Removal,N,8,0,13,6.6,320,0,Low,Removed corrosion on handle; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CABIN L1 DOOR INNER HANDLE MECHANISM CASTING HAS AREA OF CORROSION INSIDE PANEL 831CZ. (MK
WO002030,AALA202504215367,,MOUNT,5210,Line,V,CRACKED,RPR,Repair,N,12,0,11,12.2,276,0,Low,Repaired mount for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: AFT ENTRY DOOR FORWARD SLIDE MOUNT CRACKED. REMOVED AND REPLACED MOUNT-SHOCK INSULATOR AT 
WO002031,SWAA2025042124589,,SEAL,5514,Overnight,OP,CRACKED,RPR,Repair,N,12,0,13,11.2,324,0,Low,Repaired seal for condition: cracked; tested serviceable. SDR discrepancy: L/H HORIZONTAL STAB UPPER SLIDING SEAL CRACKED ON FWD EDGE<[01] REMOVED AND REPLACED HORIZONTAL STABILIZER UPPER LEFT SL
WO002032,SWAA2025042125475,,SEAL,5514,Line,V,CRACKED,RPR,Repair,N,12,0,10,16.5,252,0,Low,Repaired seal for condition: cracked; tested serviceable. SDR discrepancy: R/H HORIZONTAL UPPER SLIDING SEAL CRACKED FWD AND AFT SIDES<[01] REMOVED AND REPLACED RH HORIZONTAL UPPER SLIDER PER AMM
WO002033,SWAA2025042125280,,LAMP,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,12,5.5,292,0,Low,Removed and replaced lamp; performed operational test. SDR discrepancy: EXTERIOR EMERGENCY LIGHT AFT OF R1 DOOR IS INOP.<[01] REMOVED AND REPLACED EXTERIOR EMERGENCY LIGHT LAMP AFT OF R1 DOOR 
WO002034,AALA202504234049,,DOOR,5250,Line,V,OTHER,RPR,Repair,N,2,0,13,1.9,314,0,Low,"Repaired door for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR IS DIFFICULT TO OPEN. ADJUSTED DOOR, OPERTIONAL CHECK GOOD. PER CMM 25-40-64."
WO002035,AALA202504239701,,FUEL TANK,2820,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,7,2.7,170,0,Low,Troubleshot fuel tank for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: APPROXIMATELY 2 HOURS INTO OUR FLIGHT THE LEFT FUEL TANK INDICATED A 1500 POUNDS FUEL IMBALANCE. 
WO002036,ASAA2025041957382,,GUIDE ARM,5210,Line,V,OTHER,RPR,Repair,N,2,1,7,2.3,170,0,High,Repaired guide arm for condition: other; tested serviceable. SDR discrepancy: R1 DOOR REQUIRES GUIDE ARM ADJUSTMENT. DIFFICULT TO CLOSE FROM INSIDE AND LATCH ROLLER RECEIVERS SHOWING WEAR. GROUNDED 
WO002037,UIEA2025042100554,,SKIN,5330,Base,V,OTHER,RPR,Repair,N,12,0,9,12.7,228,0,Low,"Repaired skin for condition: other; tested serviceable. SDR discrepancy: UPPER FUSELAGE EXTENAL SKIN SECTION AT STA 778.5 AND STR-1 + 2.750 INCH R, SKIN WITH LIGHTNING STRIKE.(PERFORMED LIGHTNI"
WO002038,UIEA2025041600482,,FLOORBEAM,5315,Base,V,CRACKED,RPR,Repair,N,22,1,9,28.8,238,0,High,"Repaired floorbeam for condition: cracked; tested serviceable. SDR discrepancy: UPPER FUSELAGE FWD ENTRY AREA, AT STA 303.9 AND LBL 60, FLOOR ANGLE WITH CRACK.(REPAIRED INNER CHORD ANGLE AT FWD ENTRY "
WO002039,UIEA2025041400475,,SKIN,5754,Overnight,OP,CRACKED,RPR,Repair,N,12,0,11,14.7,276,0,Low,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: LEFT WING L/E SLAT #2 SKIN WITH CRACK AT ACTUATOR ATTACHEMENT FITTING LOWER SURFACE.(REPAIRED L/H WING SLAT #2 (P/N:114A
WO002040,UIEA2025041400470,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,14,17.2,354,0,High,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: UPPER FUSELAGE FWD ENTRY CABIN AREA, STA 328 AT RBL 47 , UPPER CHORD FWD FLANGE WITH CORROSION.(REPAIRED FUSELAGE FLOOR "
WO002041,UIEA2025041400457,,FRAME,5311,Base,V,OTHER,RPR,Repair,N,12,1,13,12.2,324,0,High,"Repaired frame for condition: other; tested serviceable. SDR discrepancy: FWD CARGO COMPARTMENT STA 500G LBL 21.5"" FRAME I/B FLANGE WITH MIS DRILLED HOLE.(REPAIRED FUSELAGE FRAME I/B FLANGE SECT"
WO002042,UIEA2025041200454,,FRAME,5311,Base,V,OTHER,RPR,Repair,N,12,0,11,15.4,276,0,Low,"Repaired frame for condition: other; tested serviceable. SDR discrepancy: FWD CARGO COMPARTMENT STA 500B LBL 21.5"" FRAME I/B FLANGE WITH MIS DRILLED HOLE.(REPAIRED FUSELAGE FRAME I/B FLANGE SECT"
WO002043,DALA2025042403206,,SEAT TRACK,5347,Base,V,CRACKED,RPR,Repair,N,22,1,13,19.5,334,0,High,Repaired seat track for condition: cracked; tested serviceable. SDR discrepancy: (LOG 0929603) GOUGE SEAT TRACK STA 520 RBL 45.5 PASSENGER CABIN. REPLACED EXISTING REPAIR SECTION ON SEAT TRACK LOCATED 
WO002044,SCNA20250407103,,LIGHT,3350,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,9,1.8,218,0,Low,"Removed and replaced light; performed operational test. SDR discrepancy: WORK ORDER 866652, NR0514: EMERGENCY LIGHTS AT R1 DOOR ARE INTERMITTENT. - RESOLUTION (INPROGRESS)"
WO002045,AALA202504244937,,FLOOR PANEL,5321,Base,V,OTHER,RPR,Repair,N,12,0,13,15.4,324,0,Low,"Repaired floor panel for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: FLIGHT COMPARTMENT FLOOR HAS DENTS FROM BS 240 TO BS 250, FROM LBL 40 TO RBL 10. REPAIRED "
WO002046,DALA2025040702649,,SHIM,5100,Overnight,V,CRACKED,RPR,Repair,N,12,0,12,16.1,300,0,Low,Repaired shim for condition: cracked; tested serviceable. SDR discrepancy: (LOG 0893520) THIS WORK CARD INSTALLS A NEW SHIM BETWEEN THE RIGHT HAND SIDE OF STA 727 FRAME INNER CHORD AND S-18A WEB.
WO002047,DALA2025040702645,,ACCESS PANEL,5730,Overnight,V,OTHER,TS,Troubleshooting,N,2,0,8,1.7,194,0,Low,Troubleshot access panel for reported condition: other. SDR discrepancy: (LOG 0891612) RH WING FUEL TANK PANEL 632AB CUTOUT HAS WEAR SPOTS. REMOVED EDGE DAMAGE FROM R/H WING FUEL PANEL 632AB CU
WO002048,AALA202504079541,,UNKNOWN,2120,Overnight,OP,BURNED,TS,Troubleshooting,N,2,0,12,2.7,290,0,Low,"Troubleshot unknown for reported condition: burned. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: WHILE ON FINAL APPROACH, THE FLIGHTDECK SUDDENLY GOT VERY WARM "
WO002049,AALA202504075687,,ROLLER,5250,Line,V,OTHER,RPR,Repair,N,2,0,15,2.0,362,0,Low,Repaired roller for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR IS DIFFICULT TO OPEN AND CLOSE. RESECURED LAVATORY-D ROLLER ON TOP OF DOOR. O
WO002050,SWAA2025042326020,,BATTERY PACK,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,10,5.2,244,0,Low,Removed and replaced battery pack; performed operational test. SDR discrepancy: R1 DOOR EMERGENCY LIGHTS INOP <[01]. REMOVED; REPLACED; AND OP-CHECKED BATTERY PACK IAW SWA 737-800 AMM 33-51-06-960-805
WO002051,SWAA2025042427986,,SPLICE PLATE,5320,Base,V,OTHER,RPR,Repair,N,12,0,16,14.2,396,0,Low,Repaired splice plate for condition: other; tested serviceable. SDR discrepancy: AFT CARGO L/H AND R/H CAP STRIPS AND SPLICE PLATES; SEVERAL HAVE SEVERAL ELONGATED HOLES IN VARIOUS LOCATIONS. <[01] REP
WO002052,SWAA2025042326385,,BUSHING,3210,Overnight,V,CORRODED,CORR,Corrosion Removal,N,8,0,10,9.0,248,0,Low,Removed corrosion on bushing; treated and protected area. SDR discrepancy: LT MLG FWD TRUNNION SUPPORT FITTING; LOWER O/B LUG (#3); OUTER FACE HAS EVIDENCE OF CORROSION <[01] REMOVED AND REPLACED
WO002053,AALA202504081989,,SIGN,3350,Line,OP,OTHER,R&R,Remove & Replace,N,2,1,12,2.1,290,0,High,Removed and replaced sign; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT SIGN NEAR FLOOR AT SEAT 17F IS NOT SECURE (KEEPS FALLING OFF). REPLACED LIGHT 
WO002054,SCNA20250429135,,WINDOW,3040,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,13,2.6,314,0,Low,Troubleshot window for reported condition: other. SDR discrepancy: WINDOW R3 OVERHEAT. SLIGHT ELECTRICAL WIRING SMELL WHEN SWITCH STAYS ON. REPLACED RCPT FOR R2 SLIDING WINDOW. REPLACED R
WO002055,SWAA2025040721855,,BATTERY,2560,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,13,3.4,316,0,Low,Removed and replaced battery; performed operational test. SDR discrepancy: AFT MEGAPHONE INOP<[01] REMOVED AND REPLACED AFT MEGAPHONE BATTERIES PER AMM 25-64-00 PERFORMED OPS NO DEFECTS NOTED. AC
WO002056,ASAA2025042757572,2073771008,LENS,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,1,0,2.3,2,0,High,Removed and replaced lens; performed operational test. SDR discrepancy: EXIT ROW PLACARD MISSING 16A. GROUNDED - YES. 16A EMERGENCY EXIT LIGHT LENS REPLACED W/ NEW OPS CHECKS OF LIGHTS GOOD RE
WO002057,DALA2025041102816,,SHROUD,5247,Line,V,CRACKED,RPR,Repair,N,12,1,13,9.9,324,0,High,Repaired shroud for condition: cracked; tested serviceable. SDR discrepancy: (LOG 0900860) CRACK ON INNER SHOROUD OF EXTERNAL POWER RECEPTABLE DOOR. INNER SHOROUD OF EXTERNAL POWER RECEPTACLE DOOR.
WO002058,SCNA20250501146,,BATTERY PACK,3350,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,11,2.7,266,0,Low,Removed and replaced battery pack; performed operational test. SDR discrepancy: AFT RH EMERGENCY LIGHTS ONLY STAY ON FOR 5 SECONDS DURING TEST - RESOLUTION: REMOVED AND REPLACED AFT RH EMERGENCY EXIT 
WO002059,SWAA2025050265813,,FLASHLIGHT,2560,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,11,3.3,268,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: FWD JUMPSEAT INBD FLASHLIGHT INOP DUE TO COMPARTMENT DOOR ON MEL CLEAR WHEN MEL 25-28-01A IS CLEARED<[01] OK TO CONTINUE
WO002060,SWAA2025050535614,,BRACKET,5720,Line,V,CRACKED,RPR,Repair,N,12,0,15,15.2,372,0,Low,Repaired bracket for condition: cracked; tested serviceable. SDR discrepancy: RIGHT WING CONDUIT BRACKET ABOVE AND AFT OF MLG MAIN RETRACT ACTUATOR LOWER ATTACH POINT MOUNT IS CRACKED.<[01] INFO: WO
WO002061,SWAA2025050565443,,BULB,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,16,3.4,388,0,High,Removed and replaced bulb; performed operational test. SDR discrepancy: LH #5 EXTERIOR EMERGENCY LIGHT INOP<[01] REMOVED AND REPLACED LH EXTERIOR EMERGENCY LIGHT BULB AT #5 POSITION PER AMM 33
WO002062,CALA2025051904769,147A550429,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,15.6,18,0,High,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: SUPPORT TASK- MAIN CABIN FLOOR BEAM STA 947 AND LBL 51 HAS SIGNS OF CORROSION. REMOVED DAMAGE, ORIG .180 REF BAC DWG BAC"
WO002063,AALA202504143498,,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,1,11,18.0,286,0,High,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM STA 380 TO STA 400 AT RBL 10. RE
WO002064,AALA202505205990,147A566021,FLOOR SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,24.2,18,0,High,Removed corrosion on floor support; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM BS 947.5 TO BS 967 AT LBL 52
WO002065,CALA2025041603885,8200048703,LIGHT,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,1,0,2.3,2,0,High,Removed and replaced light; performed operational test. SDR discrepancy: AFT CEILING EMERGENCY EXIT LIGHT IS BROKEN AT MOUNT HOLES. REMOVED AND INSTALLED SERVICEABLE AFT EMERGENCY LIGHT ASSEMBL
WO002066,CALA2025041603904,ADB21506,FUSE,3350,Line,V,FAILED,R&R,Remove & Replace,N,2,1,0,2.0,2,0,High,Removed and replaced fuse; performed operational test. SDR discrepancy: AFT OF RIGHT WING TO BODY FAIRING EMERGENCY LIGHT INOP RELAMPED RIGHT AFT OVERWING GROUND ILLUMINATION LIGHT REF AMM 33-
WO002067,CALA2025041603895,,GIRT BAR,2560,Line,V,OTHER,R&R,Remove & Replace,N,2,0,13,2.4,314,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: MATERIAL ON GIRT BAR TOUCHING FLOOR TUCKED THE GIRT MATERIAL IN SLIDE PACK R1 REF AMM 25-66-01-400-803; OK TO USE.
WO002068,AALA202504164314,,LIGHT,3397,Line,OP,OTHER,R&R,Remove & Replace,N,2,1,13,2.2,314,0,High,Removed and replaced light; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT AISLE LIGHT AT SEAT 12C IS DISCONNECTED AND SITTING ON THE SEAT. RECONNECTED E
WO002069,CALA2025041703930,,LAVATORY,3830,Overnight,OP,OTHER,TS,Troubleshooting,N,2,1,12,2.4,290,0,High,"Troubleshot lavatory for reported condition: other. SDR discrepancy: EXTREME SEWER SMELL ON TAXI OUT OF LGA AND ORD ...BOTH FLTS...D ISAPPATE AFTER TAKEOFF.AFT GALLE DEBRIEFED FLIGHT CREW, "
WO002070,CALA2025052704979,182A40012,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,0,13.5,12,0,Medium,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: CRACK FOUND AT RIGHT HORIZONTAL STABILIZER LOWER SKIN AT STAB STA 129.50, 10"" FROM REAR SPAR , I/B ROW. CRACK LENGTH : 0"
WO002071,DALA2025042103060,,ATTACH ANGLE,5340,Base,V,CRACKED,RPR,Repair,N,22,0,12,24.6,310,0,Low,Repaired attach angle for condition: cracked; tested serviceable. SDR discrepancy: (LOG 0918621) WING CENTER SECTION REAR SPAR VAPOR BARRIER R/H SIDE ATTACH ANGLE HAS A CRACK. ACCOMPLISHED REPAIR AT WING
WO002072,AALA202504211161,143A524036SD,FLOORBEAM,5315,Base,V,CRACKED,RPR,Repair,N,22,0,0,24.5,22,0,High,"Repaired floorbeam for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT BREAK ASSEMBLY PANEL AT BS 540, RBL 2. REPLACED BRE"
WO002073,AALA202504215525,,DOOR,5250,Line,V,OTHER,RPR,Repair,N,2,0,17,2.1,410,0,Low,Repaired door for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAVATOR-D DOOR AND LOCK STICKING. REMOVED AND REPLACED LAVATORY DOOR. PER AIPC 25-40-00.
WO002074,SWAA2025052764525,,SEAL,5514,Overnight,V,CRACKED,RPR,Repair,N,12,0,11,16.6,276,0,Low,Repaired seal for condition: cracked; tested serviceable. SDR discrepancy: TAIL PANEL 333AT BLADE SEAL CRACKED. REMOVED AND INSTALLED NEW SEAL PER. SRM 51-40-02.
WO002075,CALA2025040303485,147A5762,FLOOR SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,14.7,18,0,High,Removed corrosion on floor support; treated and protected area. SDR discrepancy: (SUPPORT TASK) FLOOR SUPPORT AT STA 951 TO 967 RBL35 IS CORRODED ON THE UPPER SURFACE. COMPLETED REMOVED AND REPLACED FL
WO002076,AALA202504033915,,FLOORBEAM,5315,Base,V,CRACKED,RPR,Repair,N,22,0,12,30.1,310,0,Low,Repaired floorbeam for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT BRACKET AT BS 540 FROM LBL 0 TO LBL 3. REPLACED FLO
