OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
SWAA2025040802666,3/6/2025 0:00:00,4/8/2025 15:22:30,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8614M,BOEING,7378H4,36908,40487.0,19269.0,,,,,,,,,,,BOEING,SUPPORT,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORROSION SUPPORT ZEE LOCATED BTW BS727D TO BS787 LBL21 WL156.5 AT AFT CARGO COMPARTMENT 2025-172079<
AALA202504096930,3/25/2025 0:00:00,4/9/2025 14:24:49,AALA,AALA,A,SW,21,A,5620,O,,,K,,,,IN,V,917AN,BOEING,737823,29518,68149.0,28379.0,,,,,,,,,,,,WINDOW,,,CRAZED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: LEFT HAND SIDE 4 WINDOWS AFT OF AFT OVER WING EMERGENCY DOOR CUTOUT, OUTER PANE IS CRAZED. REMOVED AND REPLACED LEFT HAND SIDE 4 WINDOWS AFT OF AFT OVER WING EMERGENCY DOOR CUTOUT, OUTER PANE. PER B737 NG AMM 25-21-12 AND AMM 56-21-00."
AALA202503181840,3/16/2025 0:00:00,3/18/2025 12:49:32,AALA,AALA,A,SW,21,A,2897,J,,,O,,,,NR,O,842NN,BOEING,737823,31099,43851.0,18567.0,,,,,,,,,,,,ELEC CONNECTOR,D868,,CORRODED,ZONE 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LEFT AFT FUEL PUMP LOW PRESSURE LIGHT DOES NOT ILLUMINATE WHEN THE SWITCH IS IN THE OFF POSITION. WHILE TROUBLESHOOTING, FOUND D868 CONNECTOR ON NUMBER 1 AFT LOW PRESSURE SWITCH CORRODED. REMOVE AND REPLACED CONNECTOR D868 (AALA202503181840), PER WDM 28-43-11 AND SWPM 20-61-11. OPERTIONAL CHECK GOOD. AS PRECAUTIONARY. ALSO REMOVE AND REPLACED R18 RELAY (AALA202503189710), PER WDM 28-23-11. OPERTIONAL CHECK GOOD. NO FURTHER DEFECTS NOTED AT THIS TIME."
CALA2025031802917,3/15/2025 0:00:00,3/18/2025 10:30:19,CALA,CALA,A,GL,33,A,5100,O,,,K,,,,IN,V,27251,BOEING,7378,43931,12920.0,4486.0,,,,,,,,,,,,NONE,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REMOVED DOOR SLIDE PACK AND PARTIALLY REMOVED DOOR LINER ON DOOR R4, FOR ACCESS IAW AMM 52-13-31/401, PER MAINTENANCE CONTROL REQUEST FOR INSPECTION REFERRENCE LOG PAGE 4176767 WILL REQUIRE INSPECTION FOR INSTALLATION. REINSTALLED DOOR LINER AND SLIDE PACK AT DOOR R4IAW AMM 52-13-31/401, POST COMPLIANCE WITH EC/RA REPAIR, OPS CHECK NORMAL OK FOR SVC. COMPLIED WITH RII REQUIREMENTS FOR R4 SLIDE INSTALL"
AALA202503185001,3/17/2025 0:00:00,3/18/2025 12:52:39,AALA,AALA,A,SW,21,A,5344,O,,,O,,,,NR,O,335SN,BOEING,7378,44481,12798.0,4790.0,,,,,,,,,,,,HINGE,,,LACK OF LUBE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR IS DIFFICULT TO OPEN AND CLOSE. LUBED DOOR HINGEST, OPERTIONAL CHECK GOOD."
SWAA2025031805896,3/15/2025 0:00:00,3/18/2025 15:45:43,SWAA,SWAA,A,SW,29,A,2560,O,,,K,,,,TX,C,8712L,BOEING,7378,36930,17459.0,8027.0,,,,,,,,,,,BOEING,BRACKET,,,LOOSE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWD ENTRY DOOR GIRT BAR BRACKET LOOSE. <[01] TIGHTEN FWD ENTRY DOOR GIRT BAR BRACKET PER SIP.
CALA2025031902946,3/16/2025 0:00:00,3/19/2025 10:48:27,CALA,CALA,A,GL,33,A,2751,J,,,C,,,,TO,O,87531,BOEING,737824,39999,44908.0,15994.0,,,,,,,,,,,HNYWL,SENSOR,90004213,49396,FAULTY,FLAP SYS,1088.0,394.0,1088.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REJECTED TAKEOFF SPLIT FLAPS AFTER TAKEOFF ROLL. PERF BITE ON FSEU AND SHOWS FAULT MSG 27-53254. PERF FIM TASK 27-59 TASK 814. TS AND FOUND SKEW SENSOR NO 6 AT FAULT. R/R #6 SKEW SENSOR REFF AMM 27-59-01-000-804 & 400-804. PERF SYS FUNCTIONAL TEST AND OPS CHKS OK. REFF 27-59-00-730-801.
CALA2025032000496,3/17/2025 0:00:00,3/20/2025 8:41:26,CALA,CALA,A,GL,33,A,3397,L,,,K,,,,IN,C,76502,BOEING,737824,31603,57724.0,21724.0,,,,,,,,,,,BRUCE,WIRE HARNESS,BR96359024,,DAMAGED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPL HARNESS FOR SEAT ROWS 32-38 HAS DAMAGE IN TWO SECTIONS. SUPPORT TASK NSA EMX NR 00064 REMOVED AND REPLACED DAMAGED SECTION OF WIRING FOR EEPL HARNESS FOR SEAT ROWS 32-38 IAW B737-800 SWPM 20-90-14. PERFORMED EMERGENCY LIGHTS OPS CHECK IAW B737-800 AMM 33-51-00 FOR SEAT ROWS 32-38ABC. ALL FUNCTIONS GOOD.
CALA2025032103056,3/20/2025 0:00:00,3/21/2025 7:12:24,CALA,CALA,A,GL,33,A,5312,O,,,K,,,,IN,V,86534,BOEING,737824,62750,27507.0,10083.0,,,,,,,,,,,BOEING,ANGLE,111A13229,,CRACKED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L/H W/W STA 663 VAPOR BARRIER UPPER ANGLE CRACK AT LBL 7"" REF AAR N/R 9948295 ESFR CREATED FOR LP 4168494"
AALA202503207539,3/16/2025 0:00:00,3/20/2025 14:37:15,AALA,AALA,A,SW,21,A,2131,S,J,G,A,,,,CL,V,947AN,BOEING,737823,29536,69077.0,29151.0,,,,,,,,,,,NORD,CONTROLLER,2193301AD,19210249,INOPERATIVE,ZONE 200,8801.0,4247.0,8801.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AN EMERGENCY WAS DECLARED DUE TO: DURING CLIMBOUT AIR CONDITION MASTER CAUTION WITH PRESSURIZATION PANEL AUTO FAIL ILLUMINATED; AIRCRAFT FAILED TO PRESSURIZE, CABIN ALTITUDE WAS CLIMBING WITH AIRCRAFT AND DIFFERENTIAL PRESSURE REMAINED ZERO, WAS ABLE TO USE MANUAL MODE TO CONTROL OUTFLOW VALVE. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT PHX. FOUND CPC NUMBER 2 INOPERATIVE. REMOVE AND REPLACED BOTH CPC NUMBER 1 (AALA202503177539) AND CPC NUMBER 2 (AALA202503202283). PER AMM 21-31-01. SYSTEM GROUND TEST CHECK GOOD**(CLOSED)."
CALA2025032103068,3/19/2025 0:00:00,3/21/2025 7:12:26,CALA,CALA,A,GL,33,A,3412,O,,,A,,,,CR,O,17321,BOEING,7378,67577,4805.0,1685.0,,,,,,,,,,,ROSEMOUNT,PROBE,102AH2AG,,FAULTED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT TEMP PROBE LIGHT ILLUMINATED. MEL 3031D TAT PROBE HEATER INOP. . R&R TEMP PROBE PER AMM TASK 34-21-06 AND ALL OPS CHECKED GOOD
AALA202503215642,3/20/2025 0:00:00,3/21/2025 14:11:29,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,NR,O,324RA,BOEING,7378,44459,16378.0,6161.0,,,,,,,,,,,,DOOR,,,LACK OF LUBE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTANDENT REPORT LAVATORY-D DOOR HARD TO OPEN AND CLOSE. LUBRICATED LAVATORY-D DOOR, OPERTIONAL CHECK GOOD. PER AMM 25-00-00"
AALA202503248097,3/20/2025 0:00:00,3/24/2025 11:28:47,AALA,AALA,A,SW,21,A,5511,O,,,K,,,,IN,V,829NN,BOEING,737823,33210,44963.0,18882.0,,,,,,,,,,,,RIB,,,CRACKED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,65.108,L,,,,,18.0,1.0,,L STAB STA 170.34,AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER RIB AT STABILIZER STA 170.34. REPAIRED RIB PER SRM 55-10-09-2R-5.
AALA202504141047,3/27/2025 0:00:00,4/14/2025 10:10:10,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,927NN,BOEING,737823,31171,35063.0,15244.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501188,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500C,,,,,,,,,,25,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL AT STA 500C PLUS 6 INCHES, RBL 25. REPLACED TRANSITION PANEL PER AARD 51-00-05-1."
AALA202504153747,3/11/2025 0:00:00,4/15/2025 15:31:08,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501188,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500C,500D,,,,,,,,,26,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500C TTO BS 500D AT RBL 26. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.
DALA2025032702251,3/24/2025 0:00:00,3/27/2025 13:46:46,DALA,DALA,A,SO,27,A,5522,O,,,K,,,,IN,V,3748Y,BOEING,737832,30489,76400.0,29170.0,,,,,,,,,,,BOEING,SKIN,,,DAMAGED,ZONE 300 ELEVATR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(LOG 0874022) AFTER REMOVAL FASTENERS, HOLE WERE FOUND ELONGATED ON TRAILING EDGE, STAB STA 44 TO 50 AT RH ELEVATOR. HOLE ELONGATED ON TRAILING EDGE, STAB STA 44 TO 50 AT RH ELEVATOR WAS REPAIRED PER B737-800 SRM 51-70-04-2R-9 AND B737-800 SRM 55-20-01-2R-1."
ASAA2025030456865,3/4/2025 0:00:00,3/27/2025 18:28:48,ASAA,ASAA,A,NM,2,A,5320,O,,,K,,,,IN,V,530AS,BOEING,737890,36578,50500.0,14850.0,,,,,,,,,,,,SUPPORT,284A3603116,,CORRODED,ZONE 100,,,,,,,,,,,,,,,400,400,,,,,,,,,21,R,21,L,208.0,208.0,,,2.0,,"FWD BULKHEAD SUPPORT STA 400 RBL 21 HAS CORROSION. GROUNDED - YES. REMOVED DAMAGE, FOUND TO BE OUT OF LIMITS, REMOVED AND REPLACED FWD BULK HEAD SUPPORT IAW B737-800 SRM 51-40-02-0G-0 W 2 "" O .080 R .047 L 2"" D .033."
DALA2025032802324,3/25/2025 0:00:00,3/28/2025 14:30:07,DALA,DALA,A,SO,27,A,3350,O,,,K,,,,IN,V,377DA,BOEING,737832,29625,77894.0,31447.0,,,,,,,,,,,,CHARGER,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 6795742) RIGHT SIDE EMERGENCY LIGHTS L7 OVERWING AND L548 GROUND ILLUMINATION INOP. REMOVED AND REPLACED M1671 BATTERY PACK CHARGING ASSY PER B737 AMM 33-51. OPS CHECK GOOD.
AALA202503288726,3/27/2025 0:00:00,3/28/2025 15:18:16,AALA,AALA,A,SW,21,A,2560,O,,,K,,,,IN,V,341RW,BOEING,7378,44464,13358.0,4941.0,,,,,,,,,,,,GIRT BAR,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: DOOR R1 DIFFICULT TO ARM. ADJUSTED GIRT BAR RETAINER CLIP WITHIN CONFORM. OPERTIONAL CHECK GOOD. PER AMM 26-66-01-200-802.
ASAA2025030256330,3/2/2025 0:00:00,3/3/2025 18:48:02,ASAA,ASAA,A,NM,2,A,3350,O,,,K,,,,IN,V,562AS,BOEING,737890,35091,66570.0,19874.0,,,,,,,,,,,,LENS,,,DETACHED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXIT SIGN LENS COVER DETACHED ROW 16. GROUNDED - YES. RE-ATTACH EMERGENCY EXIT SIGN COVER REF. AMM 33-51-00. EMERGENCY LIGHT CHECK GOOD.
DALA2025033102363,3/24/2025 0:00:00,3/31/2025 14:14:27,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3772H,BOEING,737832,30823,46683.0,17565.0,,,,,,,,,,,BOEING,SILL DRAIN,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"(LOG 0877669) CORROSION ON MULTIPLE SPOTS OF DOOR L1 MOPSILL BETWEEN STA 312 AND STA 350, WL 208. REMOVED AND REMPLACED MOP SILL AT STA 294 TO STA 360 IAW B737 SRM 51-40-02-0G STEP 4 AND STEP 7 DWG 141A0720."
AALA202504014712,3/30/2025 0:00:00,4/1/2025 11:48:42,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,IN,V,905AN,BOEING,737823,29507,66375.0,27692.0,,,,,,,,,,,,TRIM PANEL,,,UNSECURE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FIRST CLASS LAVATORY DOOR STICKING. FOUND FIRST CLASS LAVATORY DOOR METAL TRIM PIECE RUBBING AGAINST DOOR. RESECURED DOOR TRIM. PER CMM 25-00-00.
AALA202504014178,3/27/2025 0:00:00,4/1/2025 11:48:42,AALA,AALA,A,SW,21,A,3350,W,,,K,,,,IN,V,974AN,BOEING,737823,30098,66782.0,28346.0,,,,,,,,,,,,LIGHT,,,MISINSTALLED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: R1 DOOR EXTERIOR EMERGENCY LIGHT ASSEMBLY COVERED BY THE AMERICAN FLIGHT SYMBOL. AIRCRAFT WENT THROUGH MANY INSPECTION WITHOUT ANYONE NOTICING THE ERROR. AIRCRAFT WAS REPAINTED DURING LIVERY VISIT. LIGHT ASSEMBLY UNMASKED AND OPERTIONAL CHECK GOOD. PER AMM B737-NG 33-51-00-710-801.
AALA202504017364,3/30/2025 0:00:00,4/1/2025 11:43:30,AALA,AALA,A,SW,21,A,3397,L,,,K,,,,IN,C,980NN,BOEING,737823,31229,27590.0,11880.0,,,,,,,,,,,,ELEC CONNECTOR,D95035,,DISCONNECTED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: AISLE EMERGENCY FLOOR PROXIMITY LIGHTS INOPERATIVE FROM SEATS 28ABC TO SEATS 33ABC. FOUND CONNECTOR D95035 DISCONNECTED UNDER SEAT 28ABC. RECONNECTED, PER WDM 33-51-22. PERFORMED EMERGENCY LIGHT OPERTIONAL CHECK GOOD AT ROW 28ABC TO 33ABC, PER AMM 33-51-00."
DALA2025040102418,3/8/2025 0:00:00,4/1/2025 11:55:35,DALA,DALA,A,SO,27,A,2822,J,,,O,,,,CR,O,3756,BOEING,737832,30493,75763.0,28794.0,,,,,,,,,,,,PUMP,609891005,019801999,INOPERATIVE,LT FUEL BOOST,35642.0,14065.0,35642.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIP 3756 -DIV- DIVERTED TO IND DUE TO RT CENTER BOOST PUMP INOP WHILE LT CENTER BOOST PUMP ALREADY ON MEL. CORRECTIVE ACTION: APPLIED MEL FOR BOTH CENTER BOOST PUMPS AND ADDED FUEL. CONTINUED TO ATL. SUBSEQUENTLY REPLACED LT AND RT CENTER UFIS.
DALA2025040102409,3/30/2025 0:00:00,4/1/2025 11:55:33,DALA,DALA,A,SO,27,A,5730,O,,,K,,,,IN,V,3749D,BOEING,737832,30490,76305.0,29121.0,,,,,,,,,,,BOEING,ACCESS PANEL,,,CORRODED,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"(LOG 0885853) CORROSION AROUND RT OUTBD WING FUEL TANK ACCESS HOLE CUTOUT BETWEEN RIB 20 AND RIB 21. REPAIRED AREA ORIG MAT .200"" MAT REMOVED .046"" MAT REMAINING .154"" IAW B737 SRM 57-20-01-2R-1."
SWAA2025030401393,3/2/2025 0:00:00,3/4/2025 15:52:49,SWAA,SWAA,A,SW,29,A,2560,L,,,K,,,,IN,C,8768Q,BOEING,7378,67518,8148.0,4178.0,,,,,,,,,,,,FLASHLIGHT,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CAPTAIN SIDE F/A FLASHLIGHT INOPERATIVE. AFT CAPTAIN SIDE F/A FLASHLIGHT ASSAY R&R PER AMM 25-64-00.
ASAA2025030656412,3/6/2025 0:00:00,3/6/2025 18:15:38,ASAA,ASAA,A,NM,2,A,5330,O,,,K,,,,IN,V,588AS,BOEING,737890,35685,60638.0,18358.0,,,,,,,,,,,BOEING,SKIN,147A34004,,CORRODED,ZONE 100,,,,,,,,,,,,,,,986.5,1016,23,L,23.0,L,,,,,,,,,,,,,2.0,,CORROSION AT HOT DRAIN MAST BETWEEN STA 986.5 AND STA 1016 JUST BELOW STGR 23L IN 3 PLACES SRXR430X. GROUNDED - YES. ACCOMPLISHED CATEGORY A MINOR REPAIR ON FUSELAGE SKIN P/N 147A3400-4 AT STGR 23L BETWEEN STA 986.5 AND STA 1016 AT HOT DRAIN MAST IAW EA 800-53EA-28310 REV 00 SRXR430X.
AALA202505293346,3/13/2025 0:00:00,5/29/2025 11:41:40,AALA,AALA,A,SW,21,A,2565,L,,,K,,,,IN,C,885NN,BOEING,737823,31139,38701.0,16660.0,,,,,,,,,,,BFGOODRICH,SLIDE,5A3307701,BNG17951,NO TEST,ZONE 800,33462.0,14247.0,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: L2 SLIDE FAILED TO DEPLOY PROPERLY WHEN EVACUATION INITIATED. REPLACED L2 DOOR SLIDE. PER WC 08L22125001.
SWAA2025033114774,3/4/2025 0:00:00,3/31/2025 15:38:29,SWAA,SWAA,A,SW,29,A,5720,O,,,K,,,,IN,V,8689C,BOEING,7378H4,36658,29503.0,14622.0,,,,,,,,,,,BOEING,SUPPORT BEAM,,,WORN,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R WING FIXED TRAILING EDGE PANEL SUPPORT BEAM AT WBL 198.6(ATTACHED TO DEFLECTION CONTROL RIB) HAS WORN FASTENER HOLES.(MARKED)<[01] WEAR DAMAGE ON RIGHT WING FIXED T/E UPPER SUPPORT BEAM IS OUT OF LIMITS PER SRM 53-51-02-1A-1. CUT AND REMOVED DAMAGE FROM THE SUPPORT BEAM WEB PER SRM 57-02-2R-1.;[02] C/W INSPECTION C/A1 WEAR DAMAGE ON RIGHT WING FIXED T/E UPPER SUPPORT BEAM IS OUT OF LIMITS PER SRM 53-51-02-1A-1. CUT AND REMOVED DAMAGE FROM THE SUPPORT BEAM WEB PER SRM 57-02-2R-1.;[03] OBTAINED PREFABRICATED SUPPORT BEAM DOUBLER (P/N 57510002-004) AND NEW I/B SERRATED RIB PLATE (P/N 115A2183-4ATSMRO) FROM STORES. LOCATED AND DRILLED DOUBLER AND NEW SERRATED RIB PLATE PER SRM 57-51-02-2R-1. THIS REPAIR IS BEING ACCOMPLISHED ALONG WITH SRM 57-51-02-2R-4 FOR THE DEFLECTION CONTROL RIB UPPER TAB. REFERENCE TTG8Q00Z25FJ FOR TAB REPAIR.;[04] INSPECTED WORK ABOVE;[05] ALODINED; PRIMED; AND PAINTED REPAIR PARTS PER SOPM 20-41-02. OK TO INSTALL REPAIR PARTS PER SRM 57-51-02-2R-1.;[06] OK;[07] INSTALLED REPAIR PARTS AND HARDWARE PER SRM 57-51-02-2R-1. APPLIED DECORATIVE FINISH TO REPAIR AREA PER AMM 51-21-99. CLEARANCE CHECK BETWEEN FIXED UPPER T/E PANEL AND MAIN FLAP TO BE ACCOMPLISHED ON TTG8Q00Z25FJ.;[08] RII INSPECTED WORK ABOVE;[09] INSPECTED WORK ABOVE
SWAA2025033106048,3/17/2025 0:00:00,3/31/2025 15:38:31,SWAA,SWAA,A,SW,29,A,5242,O,,,K,,,,IN,V,1803U,BOEING,7378,60226,7550.0,3895.0,,,,,,,,,,,,HANDLE,,,CORRODED,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN E&E DOOR HANDLE SPIGOT HAS CORROSION(MARKED).<[01] REMOVED AND REPLACED HANDLE ASY PER CMM 52-48-13 OPS CHECK GOOD AT THIS TIME;[02] REJECTION INITIATED ON STEP #1 DUE TO: FAULT IS SIGNED OFF AS COMPLETE BUT DOES NOT HAVE THE REPAIR REFERENCE SELECTED.;[03] INSPECTION CONFIRMS THAT REJECTION NOTED ON CORRECTIVE ACTION #2 AND STEP #1 HAS BEEN CORRECTED AS REQUIRED PER MPM 51.3.1 AND MPM 51.3.4.2. NO FURTHER ACTION REQUIRED.;[04] INSPECTION COMPLETE ON CORRECTIVE ACTION #1 FOR REPLACEMENT OF HANDLE ASSEMBLY.
DALA2025031001835,3/5/2025 0:00:00,3/10/2025 14:47:06,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3742C,BOEING,737832,30835,75408.0,30122.0,,,,,,,,,,,BOEING,WEB,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(LOG 0842519) SECONDARY FINDING CRACK WEB - INTERCOSTAL LOC BS500G AND STR26R AT FWD CARGO COMPARTMENT. REPLACED WEB - INTERCOSTAL, LOC BS500G AND STR26R AT FWD CARGO COMPARTMENT ASPER B737-800 SRM-51-40-02 AND B737-800 SRM-51-10-02 AND DWG: 143A7505."
ASAA2025030556435,3/5/2025 0:00:00,3/10/2025 18:25:43,ASAA,ASAA,A,NM,2,A,3350,L,,,K,,,,IN,C,568AS,BOEING,737890,35183,62932.0,19050.0,,,,,,,,,,,,POWER SUPPLY,D71702001,,NO TEST,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMERGENCY LIGHT SYSTEM BATTERY PACK M1676 FAILED CAPACITY CHECK. GROUNDED - YES. EMERGENCY LIGHT SYSTEM BATTERY PACK ""M1676"" WAS REPLACED IAW BOEING B737-800 AMM 33-51-06-960-806, TEST OK."
DALA2025031001832,3/5/2025 0:00:00,3/10/2025 14:47:06,DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,3742C,BOEING,737832,30835,75408.0,30122.0,,,,,,,,,,,BOEING,CARGO TRACK,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,CORRODED CARGO TRACK 13.84 BTW BS 767 TO BS 827 AFT CARGO COMPARTMENT. PERFORMED REPAIR INSTRUCTIONS LOC. RBL 13.84 BTW STA 767 PLUS 11.5 INCH AND STA 887 AFT CARGO COMPARTMENT AS PER B737-800 SRM 53-00-53-2R-3 REPAIR 3 AND DWG: 146A7500.
AALA202503110135,3/4/2025 0:00:00,3/11/2025 9:06:31,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,919NN,BOEING,737823,29573,35156.0,15173.0,,,,,,,,,,,BOEING,ANGLE,143A7502159,,CRACKED,ZONE 100,,,,,,,,,,,,,,,500E,,,,,,,,,,25,R,,,,,,1.0,,,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN FORWARD CARGO COMPARTMENT BAFFLE CLIP AT STA 500E, RBL 25. REPLACED CLIP PER AARD 51-00-05-1."
CALA2025031102701,3/9/2025 0:00:00,3/11/2025 9:22:19,CALA,CALA,A,GL,33,A,5310,O,,,K,,,,IN,E,24224,BOEING,737824,28933,79571.0,29215.0,,,,,,,,,,,BOEING,WINDOW FRAME,,,CRACKED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS PER EA 5310-04554 REV D OP 004 - COCKPIT RH NO 1 WINDOW FRAME CRACK AT UPPER OUTB CORNER RADIUS. REF AAR N/R 9939591. MAJOR REPAIR. ACCOMPLISHED EA 5310-04554 REV D OP 004-RH #1 WINDOW FRAME PERMANENT REPAIR/ PREVENTATIVE MODIFICATION WHICH REMOVES THE #1 WINDOW ASSEMBLY. PERFORM A HFEC TO DETECT CRACKS. CUT THE WINDOW FRAME AND INSTALL REINFORCING DOUBLER/TRIPLER AS A PERMANENT REPAIR/ PREVENTATIVE MODIFICATION. REF TO ROUTINE CARD 2023173/2000/0243. SEQUENCE NO 1824. SFR 485. INSP COMPLIED WITH
AALA202503115737,3/10/2025 0:00:00,3/11/2025 14:19:20,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,IN,V,866NN,BOEING,737823,40584,42135.0,17982.0,,,,,,,,,,,,DOOR LATCH,,,LACK OF LUBE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR LOCK STIFF AND DIFFICULT TO OPERATE. LUBED LAVATORY DOOR LATCH, OPERTIONAL CHECK GOOD. PER CMM 25-40-64."
DALA2025031101873,3/9/2025 0:00:00,3/11/2025 12:18:08,DALA,DALA,A,SO,27,A,2530,B,,,A,,,,CR,O,37700,BOEING,737832,29631,73948.0,28147.0,,,,,,,,,,,,COFFEEMAKER,451025UF00,T751517404,ODOR,ZONE 900,21417.0,11392.0,14006.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIP 3770 - DIV - DIVERTED TO MSY DUE TO CHEMICAL SMELL NEAR AFT GALLEY COFFEE MAKERS. CORRECTIVE ACTION: REPLACED LEFT AFT COFFEE MAKER AND BOTH CABIN RECIRCULATING FILTERS. OPS CHECK GOOD.
